subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB03227,Music,Arts & Design,2,Canadian Curriculum,Music for Grade 2 in the Canadian Curriculum curriculum.,266,49,2025-11-16
SUB03228,Drama,Arts & Design,2,Canadian Curriculum,Drama for Grade 2 in the Canadian Curriculum curriculum.,485,37,2025-11-16
SUB03229,Film Studies,Arts & Design,2,Canadian Curriculum,Film Studies for Grade 2 in the Canadian Curriculum curriculum.,396,76,2025-11-16
SUB03230,Design & Technology,Arts & Design,2,Canadian Curriculum,Design & Technology for Grade 2 in the Canadian Curriculum curriculum.,227,10,2025-11-16
SUB03231,Architecture,Arts & Design,2,Canadian Curriculum,Architecture for Grade 2 in the Canadian Curriculum curriculum.,109,55,2025-11-16
SUB03232,Calligraphy,Arts & Design,2,Canadian Curriculum,Calligraphy for Grade 2 in the Canadian Curriculum curriculum.,319,13,2025-11-16
SUB03233,Fashion Design,Arts & Design,2,Canadian Curriculum,Fashion Design for Grade 2 in the Canadian Curriculum curriculum.,308,75,2025-11-16
SUB03234,Home Economics,Arts & Design,2,Canadian Curriculum,Home Economics for Grade 2 in the Canadian Curriculum curriculum.,550,48,2025-11-16
SUB03235,Physical Education,Physical & Health,2,Canadian Curriculum,Physical Education for Grade 2 in the Canadian Curriculum curriculum.,336,63,2025-11-16
SUB03236,Health Education,Physical & Health,2,Canadian Curriculum,Health Education for Grade 2 in the Canadian Curriculum curriculum.,390,73,2025-11-16
SUB03237,Nutrition & Fitness,Physical & Health,2,Canadian Curriculum,Nutrition & Fitness for Grade 2 in the Canadian Curriculum curriculum.,464,18,2025-11-16
SUB03238,Sports Science,Physical & Health,2,Canadian Curriculum,Sports Science for Grade 2 in the Canadian Curriculum curriculum.,495,9,2025-11-16
SUB03239,First Aid & Public Safety,Physical & Health,2,Canadian Curriculum,First Aid & Public Safety for Grade 2 in the Canadian Curriculum curriculum.,72,54,2025-11-16
SUB03240,Automotive Mechanics,Vocational & Technical,2,Canadian Curriculum,Automotive Mechanics for Grade 2 in the Canadian Curriculum curriculum.,329,44,2025-11-16
SUB03241,Electrical Studies,Vocational & Technical,2,Canadian Curriculum,Electrical Studies for Grade 2 in the Canadian Curriculum curriculum.,191,71,2025-11-16
SUB03242,Carpentry,Vocational & Technical,2,Canadian Curriculum,Carpentry for Grade 2 in the Canadian Curriculum curriculum.,183,17,2025-11-16
SUB03243,Plumbing,Vocational & Technical,2,Canadian Curriculum,Plumbing for Grade 2 in the Canadian Curriculum curriculum.,309,13,2025-11-16
SUB03244,Hospitality,Vocational & Technical,2,Canadian Curriculum,Hospitality for Grade 2 in the Canadian Curriculum curriculum.,418,45,2025-11-16
SUB03245,Entrepreneurship,Vocational & Technical,2,Canadian Curriculum,Entrepreneurship for Grade 2 in the Canadian Curriculum curriculum.,331,16,2025-11-16
SUB03246,Marketing,Vocational & Technical,2,Canadian Curriculum,Marketing for Grade 2 in the Canadian Curriculum curriculum.,461,64,2025-11-16
SUB03247,Accounting,Vocational & Technical,2,Canadian Curriculum,Accounting for Grade 2 in the Canadian Curriculum curriculum.,594,77,2025-11-16
SUB03248,Agriculture,Vocational & Technical,2,Canadian Curriculum,Agriculture for Grade 2 in the Canadian Curriculum curriculum.,216,30,2025-11-16
SUB03249,Mathematics,STEM,3,Canadian Curriculum,Mathematics for Grade 3 in the Canadian Curriculum curriculum.,274,6,2025-11-16
SUB03250,Advanced Mathematics,STEM,3,Canadian Curriculum,Advanced Mathematics for Grade 3 in the Canadian Curriculum curriculum.,109,21,2025-11-16
SUB03251,Physics,STEM,3,Canadian Curriculum,Physics for Grade 3 in the Canadian Curriculum curriculum.,543,6,2025-11-16
SUB03252,Chemistry,STEM,3,Canadian Curriculum,Chemistry for Grade 3 in the Canadian Curriculum curriculum.,519,23,2025-11-16
SUB03253,Biology,STEM,3,Canadian Curriculum,Biology for Grade 3 in the Canadian Curriculum curriculum.,547,12,2025-11-16
SUB03254,Computer Science,STEM,3,Canadian Curriculum,Computer Science for Grade 3 in the Canadian Curriculum curriculum.,549,4,2025-11-16
SUB03255,Statistics,STEM,3,Canadian Curriculum,Statistics for Grade 3 in the Canadian Curriculum curriculum.,541,5,2025-11-16
SUB03256,Robotics,STEM,3,Canadian Curriculum,Robotics for Grade 3 in the Canadian Curriculum curriculum.,84,10,2025-11-16
SUB03257,Engineering Fundamentals,STEM,3,Canadian Curriculum,Engineering Fundamentals for Grade 3 in the Canadian Curriculum curriculum.,299,6,2025-11-16
SUB03258,Environmental Science,STEM,3,Canadian Curriculum,Environmental Science for Grade 3 in the Canadian Curriculum curriculum.,218,62,2025-11-16
SUB03259,Earth Science,STEM,3,Canadian Curriculum,Earth Science for Grade 3 in the Canadian Curriculum curriculum.,585,30,2025-11-16
SUB03260,Agriculture Technology,STEM,3,Canadian Curriculum,Agriculture Technology for Grade 3 in the Canadian Curriculum curriculum.,472,35,2025-11-16
SUB03261,Technical Drawing,STEM,3,Canadian Curriculum,Technical Drawing for Grade 3 in the Canadian Curriculum curriculum.,435,59,2025-11-16
SUB03262,Arabic,Language & Literature,3,Canadian Curriculum,Arabic for Grade 3 in the Canadian Curriculum curriculum.,559,75,2025-11-16
SUB03263,English,Language & Literature,3,Canadian Curriculum,English for Grade 3 in the Canadian Curriculum curriculum.,413,39,2025-11-16
SUB03264,French,Language & Literature,3,Canadian Curriculum,French for Grade 3 in the Canadian Curriculum curriculum.,345,67,2025-11-16
SUB03265,Spanish,Language & Literature,3,Canadian Curriculum,Spanish for Grade 3 in the Canadian Curriculum curriculum.,187,60,2025-11-16
SUB03266,German,Language & Literature,3,Canadian Curriculum,German for Grade 3 in the Canadian Curriculum curriculum.,93,79,2025-11-16
SUB03267,Urdu,Language & Literature,3,Canadian Curriculum,Urdu for Grade 3 in the Canadian Curriculum curriculum.,164,47,2025-11-16
SUB03268,Hindi,Language & Literature,3,Canadian Curriculum,Hindi for Grade 3 in the Canadian Curriculum curriculum.,440,17,2025-11-16
SUB03269,Literature,Language & Literature,3,Canadian Curriculum,Literature for Grade 3 in the Canadian Curriculum curriculum.,523,22,2025-11-16
SUB03270,Creative Writing,Language & Literature,3,Canadian Curriculum,Creative Writing for Grade 3 in the Canadian Curriculum curriculum.,225,69,2025-11-16
SUB03271,Translation & Linguistics,Language & Literature,3,Canadian Curriculum,Translation & Linguistics for Grade 3 in the Canadian Curriculum curriculum.,129,3,2025-11-16
SUB03272,Islamic Arabic,Language & Literature,3,Canadian Curriculum,Islamic Arabic for Grade 3 in the Canadian Curriculum curriculum.,419,65,2025-11-16
SUB03273,History,Humanities & Social Sciences,3,Canadian Curriculum,History for Grade 3 in the Canadian Curriculum curriculum.,136,37,2025-11-16
SUB03274,Geography,Humanities & Social Sciences,3,Canadian Curriculum,Geography for Grade 3 in the Canadian Curriculum curriculum.,384,47,2025-11-16
SUB03275,Economics,Humanities & Social Sciences,3,Canadian Curriculum,Economics for Grade 3 in the Canadian Curriculum curriculum.,164,55,2025-11-16
SUB03276,Civics,Humanities & Social Sciences,3,Canadian Curriculum,Civics for Grade 3 in the Canadian Curriculum curriculum.,65,41,2025-11-16
SUB03277,Political Science,Humanities & Social Sciences,3,Canadian Curriculum,Political Science for Grade 3 in the Canadian Curriculum curriculum.,365,35,2025-11-16
SUB03278,Sociology,Humanities & Social Sciences,3,Canadian Curriculum,Sociology for Grade 3 in the Canadian Curriculum curriculum.,469,52,2025-11-16
SUB03279,Psychology,Humanities & Social Sciences,3,Canadian Curriculum,Psychology for Grade 3 in the Canadian Curriculum curriculum.,316,42,2025-11-16
SUB03280,Philosophy,Humanities & Social Sciences,3,Canadian Curriculum,Philosophy for Grade 3 in the Canadian Curriculum curriculum.,186,22,2025-11-16
SUB03281,Law,Humanities & Social Sciences,3,Canadian Curriculum,Law for Grade 3 in the Canadian Curriculum curriculum.,383,74,2025-11-16
SUB03282,Religious Studies,Humanities & Social Sciences,3,Canadian Curriculum,Religious Studies for Grade 3 in the Canadian Curriculum curriculum.,356,78,2025-11-16
SUB03283,Islamic Studies,Humanities & Social Sciences,3,Canadian Curriculum,Islamic Studies for Grade 3 in the Canadian Curriculum curriculum.,594,30,2025-11-16
SUB03284,Art,Arts & Design,3,Canadian Curriculum,Art for Grade 3 in the Canadian Curriculum curriculum.,402,64,2025-11-16
SUB03285,Music,Arts & Design,3,Canadian Curriculum,Music for Grade 3 in the Canadian Curriculum curriculum.,501,6,2025-11-16
SUB03286,Drama,Arts & Design,3,Canadian Curriculum,Drama for Grade 3 in the Canadian Curriculum curriculum.,566,68,2025-11-16
SUB03287,Film Studies,Arts & Design,3,Canadian Curriculum,Film Studies for Grade 3 in the Canadian Curriculum curriculum.,523,40,2025-11-16
SUB03288,Design & Technology,Arts & Design,3,Canadian Curriculum,Design & Technology for Grade 3 in the Canadian Curriculum curriculum.,156,55,2025-11-16
SUB03289,Architecture,Arts & Design,3,Canadian Curriculum,Architecture for Grade 3 in the Canadian Curriculum curriculum.,197,12,2025-11-16
SUB03290,Calligraphy,Arts & Design,3,Canadian Curriculum,Calligraphy for Grade 3 in the Canadian Curriculum curriculum.,485,32,2025-11-16
SUB03291,Fashion Design,Arts & Design,3,Canadian Curriculum,Fashion Design for Grade 3 in the Canadian Curriculum curriculum.,522,29,2025-11-16
SUB03292,Home Economics,Arts & Design,3,Canadian Curriculum,Home Economics for Grade 3 in the Canadian Curriculum curriculum.,256,6,2025-11-16
SUB03293,Physical Education,Physical & Health,3,Canadian Curriculum,Physical Education for Grade 3 in the Canadian Curriculum curriculum.,535,16,2025-11-16
SUB03294,Health Education,Physical & Health,3,Canadian Curriculum,Health Education for Grade 3 in the Canadian Curriculum curriculum.,520,42,2025-11-16
SUB03295,Nutrition & Fitness,Physical & Health,3,Canadian Curriculum,Nutrition & Fitness for Grade 3 in the Canadian Curriculum curriculum.,199,69,2025-11-16
SUB03296,Sports Science,Physical & Health,3,Canadian Curriculum,Sports Science for Grade 3 in the Canadian Curriculum curriculum.,577,52,2025-11-16
SUB03297,First Aid & Public Safety,Physical & Health,3,Canadian Curriculum,First Aid & Public Safety for Grade 3 in the Canadian Curriculum curriculum.,214,73,2025-11-16
SUB03298,Automotive Mechanics,Vocational & Technical,3,Canadian Curriculum,Automotive Mechanics for Grade 3 in the Canadian Curriculum curriculum.,387,26,2025-11-16
SUB03299,Electrical Studies,Vocational & Technical,3,Canadian Curriculum,Electrical Studies for Grade 3 in the Canadian Curriculum curriculum.,244,48,2025-11-16
SUB03300,Carpentry,Vocational & Technical,3,Canadian Curriculum,Carpentry for Grade 3 in the Canadian Curriculum curriculum.,367,58,2025-11-16
SUB03301,Plumbing,Vocational & Technical,3,Canadian Curriculum,Plumbing for Grade 3 in the Canadian Curriculum curriculum.,180,60,2025-11-16
SUB03302,Hospitality,Vocational & Technical,3,Canadian Curriculum,Hospitality for Grade 3 in the Canadian Curriculum curriculum.,267,80,2025-11-16
SUB03303,Entrepreneurship,Vocational & Technical,3,Canadian Curriculum,Entrepreneurship for Grade 3 in the Canadian Curriculum curriculum.,276,12,2025-11-16
SUB03304,Marketing,Vocational & Technical,3,Canadian Curriculum,Marketing for Grade 3 in the Canadian Curriculum curriculum.,273,37,2025-11-16
SUB03305,Accounting,Vocational & Technical,3,Canadian Curriculum,Accounting for Grade 3 in the Canadian Curriculum curriculum.,262,12,2025-11-16
SUB03306,Agriculture,Vocational & Technical,3,Canadian Curriculum,Agriculture for Grade 3 in the Canadian Curriculum curriculum.,481,8,2025-11-16
SUB03307,Mathematics,STEM,4,Canadian Curriculum,Mathematics for Grade 4 in the Canadian Curriculum curriculum.,115,78,2025-11-16
SUB03308,Advanced Mathematics,STEM,4,Canadian Curriculum,Advanced Mathematics for Grade 4 in the Canadian Curriculum curriculum.,103,59,2025-11-16
SUB03309,Physics,STEM,4,Canadian Curriculum,Physics for Grade 4 in the Canadian Curriculum curriculum.,95,14,2025-11-16
SUB03310,Chemistry,STEM,4,Canadian Curriculum,Chemistry for Grade 4 in the Canadian Curriculum curriculum.,204,66,2025-11-16
SUB03311,Biology,STEM,4,Canadian Curriculum,Biology for Grade 4 in the Canadian Curriculum curriculum.,296,6,2025-11-16
SUB03312,Computer Science,STEM,4,Canadian Curriculum,Computer Science for Grade 4 in the Canadian Curriculum curriculum.,144,18,2025-11-16
SUB03313,Statistics,STEM,4,Canadian Curriculum,Statistics for Grade 4 in the Canadian Curriculum curriculum.,140,14,2025-11-16
SUB03314,Robotics,STEM,4,Canadian Curriculum,Robotics for Grade 4 in the Canadian Curriculum curriculum.,167,30,2025-11-16
SUB03315,Engineering Fundamentals,STEM,4,Canadian Curriculum,Engineering Fundamentals for Grade 4 in the Canadian Curriculum curriculum.,485,47,2025-11-16
SUB03316,Environmental Science,STEM,4,Canadian Curriculum,Environmental Science for Grade 4 in the Canadian Curriculum curriculum.,288,17,2025-11-16
SUB03317,Earth Science,STEM,4,Canadian Curriculum,Earth Science for Grade 4 in the Canadian Curriculum curriculum.,433,44,2025-11-16
SUB03318,Agriculture Technology,STEM,4,Canadian Curriculum,Agriculture Technology for Grade 4 in the Canadian Curriculum curriculum.,168,70,2025-11-16
SUB03319,Technical Drawing,STEM,4,Canadian Curriculum,Technical Drawing for Grade 4 in the Canadian Curriculum curriculum.,191,69,2025-11-16
SUB03320,Arabic,Language & Literature,4,Canadian Curriculum,Arabic for Grade 4 in the Canadian Curriculum curriculum.,363,27,2025-11-16
SUB03321,English,Language & Literature,4,Canadian Curriculum,English for Grade 4 in the Canadian Curriculum curriculum.,91,36,2025-11-16
SUB03322,French,Language & Literature,4,Canadian Curriculum,French for Grade 4 in the Canadian Curriculum curriculum.,418,73,2025-11-16
SUB03323,Spanish,Language & Literature,4,Canadian Curriculum,Spanish for Grade 4 in the Canadian Curriculum curriculum.,164,42,2025-11-16
SUB03324,German,Language & Literature,4,Canadian Curriculum,German for Grade 4 in the Canadian Curriculum curriculum.,382,25,2025-11-16
SUB03325,Urdu,Language & Literature,4,Canadian Curriculum,Urdu for Grade 4 in the Canadian Curriculum curriculum.,332,47,2025-11-16
SUB03326,Hindi,Language & Literature,4,Canadian Curriculum,Hindi for Grade 4 in the Canadian Curriculum curriculum.,490,16,2025-11-16
SUB03327,Literature,Language & Literature,4,Canadian Curriculum,Literature for Grade 4 in the Canadian Curriculum curriculum.,142,77,2025-11-16
SUB03328,Creative Writing,Language & Literature,4,Canadian Curriculum,Creative Writing for Grade 4 in the Canadian Curriculum curriculum.,499,79,2025-11-16
SUB03329,Translation & Linguistics,Language & Literature,4,Canadian Curriculum,Translation & Linguistics for Grade 4 in the Canadian Curriculum curriculum.,432,28,2025-11-16
SUB03330,Islamic Arabic,Language & Literature,4,Canadian Curriculum,Islamic Arabic for Grade 4 in the Canadian Curriculum curriculum.,256,72,2025-11-16
SUB03331,History,Humanities & Social Sciences,4,Canadian Curriculum,History for Grade 4 in the Canadian Curriculum curriculum.,81,61,2025-11-16
SUB03332,Geography,Humanities & Social Sciences,4,Canadian Curriculum,Geography for Grade 4 in the Canadian Curriculum curriculum.,582,64,2025-11-16
SUB03333,Economics,Humanities & Social Sciences,4,Canadian Curriculum,Economics for Grade 4 in the Canadian Curriculum curriculum.,577,48,2025-11-16
SUB03334,Civics,Humanities & Social Sciences,4,Canadian Curriculum,Civics for Grade 4 in the Canadian Curriculum curriculum.,169,50,2025-11-16
SUB03335,Political Science,Humanities & Social Sciences,4,Canadian Curriculum,Political Science for Grade 4 in the Canadian Curriculum curriculum.,300,17,2025-11-16
SUB03336,Sociology,Humanities & Social Sciences,4,Canadian Curriculum,Sociology for Grade 4 in the Canadian Curriculum curriculum.,235,54,2025-11-16
SUB03337,Psychology,Humanities & Social Sciences,4,Canadian Curriculum,Psychology for Grade 4 in the Canadian Curriculum curriculum.,151,51,2025-11-16
SUB03338,Philosophy,Humanities & Social Sciences,4,Canadian Curriculum,Philosophy for Grade 4 in the Canadian Curriculum curriculum.,180,17,2025-11-16
SUB03339,Law,Humanities & Social Sciences,4,Canadian Curriculum,Law for Grade 4 in the Canadian Curriculum curriculum.,475,22,2025-11-16
SUB03340,Religious Studies,Humanities & Social Sciences,4,Canadian Curriculum,Religious Studies for Grade 4 in the Canadian Curriculum curriculum.,136,14,2025-11-16
SUB03341,Islamic Studies,Humanities & Social Sciences,4,Canadian Curriculum,Islamic Studies for Grade 4 in the Canadian Curriculum curriculum.,522,72,2025-11-16
SUB03342,Art,Arts & Design,4,Canadian Curriculum,Art for Grade 4 in the Canadian Curriculum curriculum.,514,47,2025-11-16
SUB03343,Music,Arts & Design,4,Canadian Curriculum,Music for Grade 4 in the Canadian Curriculum curriculum.,180,21,2025-11-16
SUB03344,Drama,Arts & Design,4,Canadian Curriculum,Drama for Grade 4 in the Canadian Curriculum curriculum.,112,28,2025-11-16
SUB03345,Film Studies,Arts & Design,4,Canadian Curriculum,Film Studies for Grade 4 in the Canadian Curriculum curriculum.,552,56,2025-11-16
SUB03346,Design & Technology,Arts & Design,4,Canadian Curriculum,Design & Technology for Grade 4 in the Canadian Curriculum curriculum.,122,43,2025-11-16
SUB03347,Architecture,Arts & Design,4,Canadian Curriculum,Architecture for Grade 4 in the Canadian Curriculum curriculum.,312,62,2025-11-16
SUB03348,Calligraphy,Arts & Design,4,Canadian Curriculum,Calligraphy for Grade 4 in the Canadian Curriculum curriculum.,566,61,2025-11-16
SUB03349,Fashion Design,Arts & Design,4,Canadian Curriculum,Fashion Design for Grade 4 in the Canadian Curriculum curriculum.,569,26,2025-11-16
SUB03350,Home Economics,Arts & Design,4,Canadian Curriculum,Home Economics for Grade 4 in the Canadian Curriculum curriculum.,160,29,2025-11-16
SUB03351,Physical Education,Physical & Health,4,Canadian Curriculum,Physical Education for Grade 4 in the Canadian Curriculum curriculum.,248,26,2025-11-16
SUB03352,Health Education,Physical & Health,4,Canadian Curriculum,Health Education for Grade 4 in the Canadian Curriculum curriculum.,278,16,2025-11-16
SUB03353,Nutrition & Fitness,Physical & Health,4,Canadian Curriculum,Nutrition & Fitness for Grade 4 in the Canadian Curriculum curriculum.,569,18,2025-11-16
SUB03354,Sports Science,Physical & Health,4,Canadian Curriculum,Sports Science for Grade 4 in the Canadian Curriculum curriculum.,254,80,2025-11-16
SUB03355,First Aid & Public Safety,Physical & Health,4,Canadian Curriculum,First Aid & Public Safety for Grade 4 in the Canadian Curriculum curriculum.,53,15,2025-11-16
SUB03356,Automotive Mechanics,Vocational & Technical,4,Canadian Curriculum,Automotive Mechanics for Grade 4 in the Canadian Curriculum curriculum.,340,76,2025-11-16
SUB03357,Electrical Studies,Vocational & Technical,4,Canadian Curriculum,Electrical Studies for Grade 4 in the Canadian Curriculum curriculum.,277,43,2025-11-16
SUB03358,Carpentry,Vocational & Technical,4,Canadian Curriculum,Carpentry for Grade 4 in the Canadian Curriculum curriculum.,352,78,2025-11-16
SUB03359,Plumbing,Vocational & Technical,4,Canadian Curriculum,Plumbing for Grade 4 in the Canadian Curriculum curriculum.,303,22,2025-11-16
SUB03360,Hospitality,Vocational & Technical,4,Canadian Curriculum,Hospitality for Grade 4 in the Canadian Curriculum curriculum.,201,16,2025-11-16
SUB03361,Entrepreneurship,Vocational & Technical,4,Canadian Curriculum,Entrepreneurship for Grade 4 in the Canadian Curriculum curriculum.,201,41,2025-11-16
SUB03362,Marketing,Vocational & Technical,4,Canadian Curriculum,Marketing for Grade 4 in the Canadian Curriculum curriculum.,203,66,2025-11-16
SUB03363,Accounting,Vocational & Technical,4,Canadian Curriculum,Accounting for Grade 4 in the Canadian Curriculum curriculum.,75,21,2025-11-16
SUB03364,Agriculture,Vocational & Technical,4,Canadian Curriculum,Agriculture for Grade 4 in the Canadian Curriculum curriculum.,69,36,2025-11-16
SUB03365,Mathematics,STEM,5,Canadian Curriculum,Mathematics for Grade 5 in the Canadian Curriculum curriculum.,389,7,2025-11-16
SUB03366,Advanced Mathematics,STEM,5,Canadian Curriculum,Advanced Mathematics for Grade 5 in the Canadian Curriculum curriculum.,132,42,2025-11-16
SUB03367,Physics,STEM,5,Canadian Curriculum,Physics for Grade 5 in the Canadian Curriculum curriculum.,459,40,2025-11-16
SUB03368,Chemistry,STEM,5,Canadian Curriculum,Chemistry for Grade 5 in the Canadian Curriculum curriculum.,510,8,2025-11-16
SUB03369,Biology,STEM,5,Canadian Curriculum,Biology for Grade 5 in the Canadian Curriculum curriculum.,136,30,2025-11-16
SUB03370,Computer Science,STEM,5,Canadian Curriculum,Computer Science for Grade 5 in the Canadian Curriculum curriculum.,337,29,2025-11-16
SUB03371,Statistics,STEM,5,Canadian Curriculum,Statistics for Grade 5 in the Canadian Curriculum curriculum.,546,76,2025-11-16
SUB03372,Robotics,STEM,5,Canadian Curriculum,Robotics for Grade 5 in the Canadian Curriculum curriculum.,408,52,2025-11-16
SUB03373,Engineering Fundamentals,STEM,5,Canadian Curriculum,Engineering Fundamentals for Grade 5 in the Canadian Curriculum curriculum.,246,34,2025-11-16
SUB03374,Environmental Science,STEM,5,Canadian Curriculum,Environmental Science for Grade 5 in the Canadian Curriculum curriculum.,226,73,2025-11-16
SUB03375,Earth Science,STEM,5,Canadian Curriculum,Earth Science for Grade 5 in the Canadian Curriculum curriculum.,549,6,2025-11-16
SUB03376,Agriculture Technology,STEM,5,Canadian Curriculum,Agriculture Technology for Grade 5 in the Canadian Curriculum curriculum.,423,6,2025-11-16
SUB03377,Technical Drawing,STEM,5,Canadian Curriculum,Technical Drawing for Grade 5 in the Canadian Curriculum curriculum.,62,32,2025-11-16
SUB03378,Arabic,Language & Literature,5,Canadian Curriculum,Arabic for Grade 5 in the Canadian Curriculum curriculum.,473,67,2025-11-16
SUB03379,English,Language & Literature,5,Canadian Curriculum,English for Grade 5 in the Canadian Curriculum curriculum.,123,76,2025-11-16
SUB03380,French,Language & Literature,5,Canadian Curriculum,French for Grade 5 in the Canadian Curriculum curriculum.,397,9,2025-11-16
SUB03381,Spanish,Language & Literature,5,Canadian Curriculum,Spanish for Grade 5 in the Canadian Curriculum curriculum.,196,60,2025-11-16
SUB03382,German,Language & Literature,5,Canadian Curriculum,German for Grade 5 in the Canadian Curriculum curriculum.,213,63,2025-11-16
SUB03383,Urdu,Language & Literature,5,Canadian Curriculum,Urdu for Grade 5 in the Canadian Curriculum curriculum.,348,65,2025-11-16
SUB03384,Hindi,Language & Literature,5,Canadian Curriculum,Hindi for Grade 5 in the Canadian Curriculum curriculum.,298,17,2025-11-16
SUB03385,Literature,Language & Literature,5,Canadian Curriculum,Literature for Grade 5 in the Canadian Curriculum curriculum.,59,41,2025-11-16
SUB03386,Creative Writing,Language & Literature,5,Canadian Curriculum,Creative Writing for Grade 5 in the Canadian Curriculum curriculum.,199,19,2025-11-16
SUB03387,Translation & Linguistics,Language & Literature,5,Canadian Curriculum,Translation & Linguistics for Grade 5 in the Canadian Curriculum curriculum.,567,28,2025-11-16
SUB03388,Islamic Arabic,Language & Literature,5,Canadian Curriculum,Islamic Arabic for Grade 5 in the Canadian Curriculum curriculum.,325,39,2025-11-16
SUB03389,History,Humanities & Social Sciences,5,Canadian Curriculum,History for Grade 5 in the Canadian Curriculum curriculum.,390,50,2025-11-16
SUB03390,Geography,Humanities & Social Sciences,5,Canadian Curriculum,Geography for Grade 5 in the Canadian Curriculum curriculum.,402,9,2025-11-16
SUB03391,Economics,Humanities & Social Sciences,5,Canadian Curriculum,Economics for Grade 5 in the Canadian Curriculum curriculum.,85,7,2025-11-16
SUB03392,Civics,Humanities & Social Sciences,5,Canadian Curriculum,Civics for Grade 5 in the Canadian Curriculum curriculum.,479,70,2025-11-16
SUB03393,Political Science,Humanities & Social Sciences,5,Canadian Curriculum,Political Science for Grade 5 in the Canadian Curriculum curriculum.,235,59,2025-11-16
SUB03394,Sociology,Humanities & Social Sciences,5,Canadian Curriculum,Sociology for Grade 5 in the Canadian Curriculum curriculum.,216,80,2025-11-16
SUB03395,Psychology,Humanities & Social Sciences,5,Canadian Curriculum,Psychology for Grade 5 in the Canadian Curriculum curriculum.,411,45,2025-11-16
SUB03396,Philosophy,Humanities & Social Sciences,5,Canadian Curriculum,Philosophy for Grade 5 in the Canadian Curriculum curriculum.,443,10,2025-11-16
SUB03397,Law,Humanities & Social Sciences,5,Canadian Curriculum,Law for Grade 5 in the Canadian Curriculum curriculum.,394,62,2025-11-16
SUB03398,Religious Studies,Humanities & Social Sciences,5,Canadian Curriculum,Religious Studies for Grade 5 in the Canadian Curriculum curriculum.,414,48,2025-11-16
SUB03399,Islamic Studies,Humanities & Social Sciences,5,Canadian Curriculum,Islamic Studies for Grade 5 in the Canadian Curriculum curriculum.,551,8,2025-11-16
SUB03400,Art,Arts & Design,5,Canadian Curriculum,Art for Grade 5 in the Canadian Curriculum curriculum.,393,42,2025-11-16
SUB03401,Music,Arts & Design,5,Canadian Curriculum,Music for Grade 5 in the Canadian Curriculum curriculum.,578,31,2025-11-16
SUB03402,Drama,Arts & Design,5,Canadian Curriculum,Drama for Grade 5 in the Canadian Curriculum curriculum.,545,3,2025-11-16
SUB03403,Film Studies,Arts & Design,5,Canadian Curriculum,Film Studies for Grade 5 in the Canadian Curriculum curriculum.,426,6,2025-11-16
SUB03404,Design & Technology,Arts & Design,5,Canadian Curriculum,Design & Technology for Grade 5 in the Canadian Curriculum curriculum.,370,57,2025-11-16
SUB03405,Architecture,Arts & Design,5,Canadian Curriculum,Architecture for Grade 5 in the Canadian Curriculum curriculum.,271,13,2025-11-16
SUB03406,Calligraphy,Arts & Design,5,Canadian Curriculum,Calligraphy for Grade 5 in the Canadian Curriculum curriculum.,267,71,2025-11-16
SUB03407,Fashion Design,Arts & Design,5,Canadian Curriculum,Fashion Design for Grade 5 in the Canadian Curriculum curriculum.,566,63,2025-11-16
SUB03408,Home Economics,Arts & Design,5,Canadian Curriculum,Home Economics for Grade 5 in the Canadian Curriculum curriculum.,368,24,2025-11-16
SUB03409,Physical Education,Physical & Health,5,Canadian Curriculum,Physical Education for Grade 5 in the Canadian Curriculum curriculum.,90,39,2025-11-16
SUB03410,Health Education,Physical & Health,5,Canadian Curriculum,Health Education for Grade 5 in the Canadian Curriculum curriculum.,599,54,2025-11-16
SUB03411,Nutrition & Fitness,Physical & Health,5,Canadian Curriculum,Nutrition & Fitness for Grade 5 in the Canadian Curriculum curriculum.,463,12,2025-11-16
SUB03412,Sports Science,Physical & Health,5,Canadian Curriculum,Sports Science for Grade 5 in the Canadian Curriculum curriculum.,445,50,2025-11-16
SUB03413,First Aid & Public Safety,Physical & Health,5,Canadian Curriculum,First Aid & Public Safety for Grade 5 in the Canadian Curriculum curriculum.,129,44,2025-11-16
SUB03414,Automotive Mechanics,Vocational & Technical,5,Canadian Curriculum,Automotive Mechanics for Grade 5 in the Canadian Curriculum curriculum.,357,35,2025-11-16
SUB03415,Electrical Studies,Vocational & Technical,5,Canadian Curriculum,Electrical Studies for Grade 5 in the Canadian Curriculum curriculum.,262,56,2025-11-16
SUB03416,Carpentry,Vocational & Technical,5,Canadian Curriculum,Carpentry for Grade 5 in the Canadian Curriculum curriculum.,433,80,2025-11-16
SUB03417,Plumbing,Vocational & Technical,5,Canadian Curriculum,Plumbing for Grade 5 in the Canadian Curriculum curriculum.,508,60,2025-11-16
SUB03418,Hospitality,Vocational & Technical,5,Canadian Curriculum,Hospitality for Grade 5 in the Canadian Curriculum curriculum.,429,9,2025-11-16
SUB03419,Entrepreneurship,Vocational & Technical,5,Canadian Curriculum,Entrepreneurship for Grade 5 in the Canadian Curriculum curriculum.,438,32,2025-11-16
SUB03420,Marketing,Vocational & Technical,5,Canadian Curriculum,Marketing for Grade 5 in the Canadian Curriculum curriculum.,451,19,2025-11-16
